pixel,reflectance1,reflectance2,absorption1,absorption2,side,mm
55,3.33E-06,1.63E-06,0.775786975,0.545794009,2,
56,3.21E-06,1.67E-06,0.740508992,0.649581338,2,
57,3.06E-06,1.69E-06,0.797372103,0.851094006,2,
58,2.98E-06,1.78E-06,0.710721366,0.739124373,2,
59,2.88E-06,1.89E-06,0.662933866,0.500082674,2,
60,2.72E-06,1.91E-06,0.798302563,0.771151773,2,
61,2.65E-06,2.00E-06,0.700510786,0.693549487,2,
62,2.52E-06,2.12E-06,0.790451896,0.480906971,2,
63,2.41E-06,2.19E-06,0.830473575,0.556339728,2,
64,2.32E-06,2.27E-06,0.812000454,0.547076781,2,
65,2.25E-06,2.34E-06,0.743825809,0.618499246,2,
66,2.19E-06,2.48E-06,0.683598132,0.428085255,2,
67,2.09E-06,2.51E-06,0.718998247,0.67793632,2,
68,2.00E-06,2.63E-06,0.784333187,0.592272579,2,
69,1.94E-06,2.72E-06,0.709789283,0.631452591,2,
70,1.88E-06,2.86E-06,0.663844944,0.52541604,2,
71,1.82E-06,2.96E-06,0.633504279,0.56299855,2,
72,1.75E-06,3.05E-06,0.624710077,0.649172264,2,
73,1.67E-06,3.20E-06,0.686265003,0.579009666,2,
74,1.60E-06,3.34E-06,0.751924873,0.525158953,2,
75,1.56E-06,3.48E-06,0.671628441,0.49525953,2,
76,1.48E-06,3.61E-06,0.756020772,0.5306703,2,
77,1.41E-06,3.71E-06,0.829733434,0.654937105,2,
78,1.36E-06,3.84E-06,0.830643672,0.712118813,2,
79,1.33E-06,4.04E-06,0.719460801,0.606098072,2,
80,1.28E-06,4.22E-06,0.710398326,0.566655834,2,
81,1.23E-06,4.40E-06,0.730621684,0.526765445,2,
82,1.18E-06,4.58E-06,0.765185014,0.543336027,2,
83,1.16E-06,4.80E-06,0.66391348,0.449706629,2,
84,1.11E-06,4.98E-06,0.716979996,0.499779813,2,
85,1.08E-06,5.17E-06,0.653435664,0.537085129,2,
86,1.05E-06,5.40E-06,0.607115219,0.512640701,2,
87,9.60E-07,5.61E-06,0.904043834,0.537291951,2,
88,9.54E-07,5.85E-06,0.722576287,0.531776475,2,
89,9.24E-07,6.12E-06,0.69638817,0.470124105,2,
90,9.12E-07,6.37E-06,0.559687251,0.493891574,2,
91,8.92E-07,6.71E-06,0.474171572,0.370687586,2,
92,8.32E-07,6.96E-06,0.670641019,0.430095804,2,
93,8.01E-07,7.23E-06,0.684433324,0.472880976,2,
94,7.83E-07,7.53E-06,0.608578158,0.492207593,2,
95,7.26E-07,7.88E-06,0.833493892,0.46002658,2,
96,7.03E-07,8.18E-06,0.814910411,0.516436707,2,
97,6.95E-07,8.64E-06,0.671881361,0.375359048,2,
98,7.02E-07,9.01E-06,0.418689567,0.379123712,2,
99,6.65E-07,9.40E-06,0.526726201,0.383655762,2,
100,6.43E-07,9.79E-06,0.511863869,0.427001427,2,
101,5.84E-07,1.03E-05,0.850813508,0.390023445,2,
102,5.84E-07,1.07E-05,0.656413305,0.364861885,2,
103,5.64E-07,1.11E-05,0.654346631,0.45176088,2,
104,5.43E-07,1.16E-05,0.666133437,0.453104249,2,
105,5.47E-07,1.23E-05,0.444454693,0.348291382,2,
106,5.45E-07,1.28E-05,0.278028012,0.388667551,2,
107,4.70E-07,1.33E-05,0.870849155,0.419499867,2,
108,4.93E-07,1.40E-05,0.443691458,0.398472696,2,
109,4.63E-07,1.47E-05,0.584612751,0.309747637,2,
110,4.31E-07,1.54E-05,0.77751789,0.34404092,2,
111,4.27E-07,1.62E-05,0.645011764,0.221710281,2,
112,4.14E-07,1.70E-05,0.630022427,0.263972002,2,
113,4.24E-07,1.78E-05,0.329893235,0.22038571,2,
114,4.15E-07,1.86E-05,0.260995798,0.242925535,2,
115,3.88E-07,1.96E-05,0.425555044,0.194720499,2,
116,3.70E-07,2.05E-05,0.501976784,0.24719614,2,
117,3.30E-07,2.16E-05,0.905793077,0.140001045,2,
118,3.50E-07,2.26E-05,0.429328303,0.206546047,2,
119,3.18E-07,2.38E-05,0.747087161,0.156871016,2,
120,2.92E-07,2.50E-05,1,0.126640576,2,
121,3.06E-07,2.62E-05,0.59995545,0.197633304,2,
122,3.18E-07,2.74E-05,0.245431802,0.219429253,2,
123,2.71E-07,2.88E-05,0.855465441,0.222108456,2,
124,3.09E-07,3.03E-05,0.05505776,0.2241323,2,
125,2.84E-07,3.18E-05,0.295767205,0.268144566,2,
126,2.54E-07,3.34E-05,0.669887995,0.305973852,2,
127,2.83E-07,3.50E-05,0,0.378023456,2,
128,2.26E-07,3.67E-05,0.917090488,0.47124721,2,
