pixel,reflectance1,reflectance2,absorption1,absorption2,side,mm
61,2.20E-06,2.15E-06,0.218099612,0.29079047,0,
62,2.09E-06,2.30E-06,0.255167144,0.222270504,0,
63,1.98E-06,2.32E-06,0.317845217,0.306403385,0,
64,1.92E-06,2.44E-06,0.25090686,0.279889984,0,
65,1.84E-06,2.58E-06,0.238326788,0.241768699,0,
66,1.74E-06,2.67E-06,0.304294385,0.25613683,0,
67,1.67E-06,2.78E-06,0.286787603,0.264022894,0,
68,1.58E-06,2.90E-06,0.37304543,0.256867846,0,
69,1.52E-06,3.08E-06,0.373207969,0.208427229,0,
70,1.46E-06,3.20E-06,0.328077618,0.215919767,0,
71,1.37E-06,3.34E-06,0.451532222,0.215855847,0,
72,1.33E-06,3.52E-06,0.37432791,0.192038714,0,
73,1.27E-06,3.64E-06,0.412063273,0.211770385,0,
74,1.23E-06,3.79E-06,0.309361221,0.221178583,0,
75,1.13E-06,4.00E-06,0.58575403,0.18758477,0,
76,1.10E-06,4.15E-06,0.498871436,0.199121316,0,
77,1.07E-06,4.38E-06,0.438413808,0.166526297,0,
78,1.02E-06,4.59E-06,0.439115304,0.154701587,0,
79,9.99E-07,4.80E-06,0.309549272,0.150299235,0,
80,9.27E-07,5.05E-06,0.510466994,0.126819231,0,
81,8.84E-07,5.23E-06,0.548295814,0.151794772,0,
82,8.46E-07,5.53E-06,0.554358561,0.114162002,0,
83,8.11E-07,5.83E-06,0.560543705,0.084190483,0,
84,7.85E-07,6.05E-06,0.499859973,0.10355553,0,
85,7.36E-07,6.29E-06,0.636220818,0.119201363,0,
86,7.14E-07,6.62E-06,0.564900047,0.096733821,0,
87,7.09E-07,6.93E-06,0.359883256,0.092189104,0,
88,6.52E-07,7.24E-06,0.609994941,0.093475392,0,
89,6.29E-07,7.67E-06,0.574291088,0.05152476,0,
90,6.11E-07,8.01E-06,0.506082517,0.054906381,0,
91,5.77E-07,8.37E-06,0.59261834,0.054922776,0,
92,5.61E-07,8.81E-06,0.519526786,0.033870321,0,
93,5.42E-07,9.26E-06,0.486296065,0.015856149,0,
94,4.82E-07,9.57E-06,0.909070082,0.058214604,0,
95,4.89E-07,1.01E-05,0.59676954,0.025526473,0,
96,4.71E-07,1.06E-05,0.581603323,0.034068937,0,
97,4.19E-07,1.10E-05,1,0.035334381,0,
98,4.48E-07,1.17E-05,0.404141742,0,0,
99,4.24E-07,1.22E-05,0.480168482,0.00611112,0,
100,4.10E-07,1.28E-05,0.449857094,0.01170328,0,
101,4.12E-07,1.33E-05,0.203513154,0.031407555,0,
102,3.46E-07,1.39E-05,0.922488249,0.029981321,0,
103,3.59E-07,1.46E-05,0.509156925,0.033644265,0,
104,3.36E-07,1.53E-05,0.641379393,0.030219036,0,
105,3.24E-07,1.61E-05,0.626957913,0.025730081,0,
106,3.27E-07,1.69E-05,0.36398882,0.013110901,0,
107,3.17E-07,1.77E-05,0.313194934,0.018029027,0,
108,3.01E-07,1.86E-05,0.378339008,0.018302162,0,
109,2.85E-07,1.95E-05,0.448264125,0.018302162,0,
110,2.63E-07,2.04E-05,0.65752165,0.018302162,0,
111,2.84E-07,2.16E-05,0.072442585,0.018302162,0,
112,2.50E-07,2.25E-05,0.519530801,0.018302162,0,
113,2.37E-07,2.36E-05,0.57632152,0.018302162,0,
114,2.27E-07,2.47E-05,0.610629112,0.018302162,0,
115,2.28E-07,2.59E-05,0.377788766,0.018302162,0,
116,2.36E-07,2.72E-05,0.021817707,0.018302162,0,
117,2.07E-07,2.85E-05,0.467197614,0.018302162,0,
118,1.98E-07,2.98E-05,0.483211222,0.018302162,0,
119,1.76E-07,3.14E-05,0.867701851,0.018302162,0,
120,1.77E-07,3.28E-05,0.646105557,0.018302162,0,
121,1.75E-07,3.44E-05,0.515563523,0.018302162,0,
122,1.88E-07,3.60E-05,0,0.018302162,0,
123,1.76E-07,3.76E-05,0.128031371,0.018302162,0,
124,1.49E-07,3.95E-05,0.71838911,0.018302162,0,
125,1.54E-07,4.13E-05,0.382445131,0.018302162,0,
126,1.41E-07,4.31E-05,0.630462039,0.018302162,0,
127,1.60E-07,4.51E-05,0.630462039,0.018302162,0,
128,1.34E-07,4.51E-05,0.630462039,0.018302162,0,
