pixel,reflectance1,reflectance2,absorption1,absorption2,side,mm
73,7.36E-07,0.381719731,1.80E-06,0.30384952,1,
74,6.91E-07,0.4276475,1.85E-06,0.357202539,1,
75,6.54E-07,0.45836091,1.94E-06,0.335381297,1,
76,6.19E-07,0.486557622,2.02E-06,0.330411037,1,
77,6.02E-07,0.462475626,2.13E-06,0.289532873,1,
78,5.54E-07,0.549508913,2.21E-06,0.315327866,1,
79,5.33E-07,0.544964342,2.32E-06,0.278477131,1,
80,5.14E-07,0.535850456,2.39E-06,0.329431948,1,
81,5.07E-07,0.487447213,2.51E-06,0.303944257,1,
82,4.72E-07,0.548464902,2.60E-06,0.303944257,1,
83,4.49E-07,0.566443406,2.70E-06,0.303944257,1,
84,3.99E-07,0.716288886,2.79E-06,0.303944257,1,
85,4.17E-07,0.553100369,2.96E-06,0.303944257,1,
86,3.79E-07,0.661171511,3.06E-06,0.303944257,1,
87,3.45E-07,0.759784043,3.15E-06,0.303944257,1,
88,3.50E-07,0.659525322,3.32E-06,0.303944257,1,
89,3.45E-07,0.611125498,3.49E-06,0.303944257,1,
90,3.20E-07,0.680702042,3.63E-06,0.303944257,1,
91,2.90E-07,0.782563156,3.76E-06,0.303944257,1,
92,3.01E-07,0.645648277,3.93E-06,0.303944257,1,
93,2.83E-07,0.687519236,4.13E-06,0.303944257,1,
94,2.67E-07,0.71599294,4.28E-06,0.303944257,1,
95,2.74E-07,0.603340194,4.45E-06,0.303944257,1,
96,2.28E-07,0.862476549,4.63E-06,0.303944257,1,
97,2.25E-07,0.808129186,4.85E-06,0.303944257,1,
98,2.35E-07,0.664425785,5.10E-06,0.303944257,1,
99,2.19E-07,0.723603953,5.33E-06,0.303944257,1,
100,2.07E-07,0.752140342,5.53E-06,0.303944257,1,
101,1.96E-07,0.774224033,5.82E-06,0.303944257,1,
102,1.98E-07,0.692705958,6.13E-06,0.303944257,1,
103,1.78E-07,0.807099867,6.40E-06,0.303944257,1,
104,1.61E-07,0.909431137,6.71E-06,0.303944257,1,
105,1.61E-07,0.839773052,7.04E-06,0.303944257,1,
106,1.63E-07,0.760622284,7.37E-06,0.303944257,1,
107,1.51E-07,0.817766752,7.72E-06,0.303944257,1,
108,1.54E-07,0.724412133,8.09E-06,0.303944257,1,
109,1.39E-07,0.827827236,8.55E-06,0.303944257,1,
110,1.30E-07,0.870979463,8.99E-06,0.303944257,1,
111,1.37E-07,0.725949508,9.45E-06,0.303944257,1,
112,1.18E-07,0.899164425,9.93E-06,0.303944257,1,
113,1.11E-07,0.935938942,1.05E-05,0.303944257,1,
114,1.13E-07,0.849881625,1.10E-05,0.303944257,1,
115,1.12E-07,0.807829506,1.16E-05,0.303944257,1,
116,1.33E-07,0.472262854,1.22E-05,0.303944257,1,
117,1.05E-07,0.785559811,1.29E-05,0.303944257,1,
118,8.80E-08,1,1.36E-05,0.303944257,1,
119,9.99E-08,0.74412327,1.44E-05,0.303944257,1,
120,9.07E-08,0.833556434,1.52E-05,0.303944257,1,
121,9.68E-08,0.675407493,1.60E-05,0.303944257,1,
122,9.45E-08,0.65588732,1.69E-05,0.303944257,1,
123,8.33E-08,0.789950815,1.78E-05,0.303944257,1,
124,8.70E-08,0.666850918,1.88E-05,0.303944257,1,
125,7.41E-08,0.850818251,1.98E-05,0.303944257,1,
126,9.68E-08,0.395751078,2.09E-05,0.303944257,1,
127,6.67E-08,0.895319929,2.19E-05,0.303944257,1,
128,6.43E-08,0.892597443,2.32E-05,0.303944257,1,
