pixel,reflectance1,reflectance2,absorption1,absorption2,side,mm
34,1.20E-05,2.10E-06,0.453776793,0.359132005,0,
35,1.16E-05,2.22E-06,0.410256098,0.086645558,0,
36,1.12E-05,2.31E-06,0.436071508,0,0,
37,1.08E-05,2.33E-06,0.387343022,0.197396073,0,
38,1.03E-05,2.41E-06,0.474719902,0.148095012,0,
39,9.97E-06,2.49E-06,0.424849102,0.098952572,0,
40,9.59E-06,2.58E-06,0.438608574,0.06135177,0,
41,9.22E-06,2.61E-06,0.461819128,0.236809306,0,
42,8.87E-06,2.71E-06,0.472383614,0.14508271,0,
43,8.55E-06,2.82E-06,0.46371,0.064288538,0,
44,8.23E-06,2.86E-06,0.480709411,0.205284552,0,
45,7.93E-06,2.98E-06,0.47498741,0.083137267,0,
46,7.62E-06,3.02E-06,0.515669294,0.272983788,0,
47,7.29E-06,3.14E-06,0.587010047,0.176897836,0,
48,7.05E-06,3.21E-06,0.554208549,0.246929043,0,
49,6.76E-06,3.33E-06,0.616841147,0.194254961,0,
50,6.51E-06,3.46E-06,0.62904827,0.099089913,0,
51,6.24E-06,3.51E-06,0.701516095,0.274334377,0,
52,6.05E-06,3.65E-06,0.63382389,0.168461641,0,
53,5.84E-06,3.77E-06,0.629849754,0.150031107,0,
54,5.61E-06,3.89E-06,0.676799124,0.146195395,0,
55,5.41E-06,3.97E-06,0.689779779,0.261158021,0,
56,5.20E-06,4.16E-06,0.729946568,0.103738615,0,
57,5.03E-06,4.26E-06,0.712989631,0.166847958,0,
58,4.81E-06,4.43E-06,0.796274711,0.146195395,0,
59,4.65E-06,4.59E-06,0.789567373,0.146195395,0,
60,4.47E-06,4.71E-06,0.822961045,0.146195395,0,
61,4.29E-06,4.86E-06,0.874884625,0.146195395,0,
62,4.14E-06,5.09E-06,0.887520871,0.146195395,0,
63,3.96E-06,5.20E-06,0.977991654,0.146195395,0,
64,3.87E-06,5.44E-06,0.86395202,0.146195395,0,
65,3.75E-06,5.65E-06,0.837752575,0.146195395,0,
66,3.56E-06,5.76E-06,1,0.146195395,0,
67,3.46E-06,5.98E-06,0.951415131,0.146195395,0,
68,3.36E-06,6.18E-06,0.901238874,0.146195395,0,
69,3.29E-06,6.41E-06,0.789976069,0.146195395,0,
70,3.17E-06,6.64E-06,0.819465343,0.146195395,0,
71,3.06E-06,6.89E-06,0.842073761,0.146195395,0,
72,2.95E-06,7.13E-06,0.862853108,0.146195395,0,
73,2.92E-06,7.35E-06,0.666460209,0.146195395,0,
74,2.78E-06,7.66E-06,0.789427625,0.146195395,0,
75,2.71E-06,7.87E-06,0.726592118,0.146195395,0,
76,2.60E-06,8.10E-06,0.793828111,0.146195395,0,
77,2.49E-06,8.40E-06,0.873541674,0.146195395,0,
78,2.45E-06,8.61E-06,0.731675295,0.146195395,0,
79,2.40E-06,8.92E-06,0.633487801,0.146195395,0,
80,2.30E-06,9.23E-06,0.730152881,0.146195395,0,
81,2.23E-06,9.56E-06,0.685264541,0.146195395,0,
82,2.13E-06,9.86E-06,0.790809711,0.146195395,0,
83,2.11E-06,1.02E-05,0.632037089,0.146195395,0,
84,2.06E-06,1.06E-05,0.556262598,0.146195395,0,
85,1.98E-06,1.09E-05,0.601157697,0.146195395,0,
86,1.92E-06,1.12E-05,0.602957309,0.146195395,0,
87,1.87E-06,1.16E-05,0.546067419,0.146195395,0,
88,1.80E-06,1.19E-05,0.604311478,0.146195395,0,
89,1.74E-06,1.25E-05,0.603036024,0.146195395,0,
90,1.74E-06,1.29E-05,0.364722494,0.146195395,0,
91,1.66E-06,1.33E-05,0.486928383,0.146195395,0,
92,1.61E-06,1.38E-05,0.462679976,0.146195395,0,
93,1.55E-06,1.43E-05,0.554655951,0.146195395,0,
94,1.51E-06,1.48E-05,0.48135767,0.146195395,0,
95,1.46E-06,1.54E-05,0.502239743,0.146195395,0,
96,1.45E-06,1.60E-05,0.300104255,0.146195395,0,
97,1.41E-06,1.65E-05,0.296381571,0.146195395,0,
98,1.36E-06,1.72E-05,0.364532529,0.146195395,0,
99,1.27E-06,1.78E-05,0.63175706,0.146195395,0,
100,1.26E-06,1.84E-05,0.46489482,0.146195395,0,
101,1.23E-06,1.92E-05,0.411177973,0.146195395,0,
102,1.17E-06,1.98E-05,0.510665188,0.146195395,0,
103,1.17E-06,2.06E-05,0.31955557,0.146195395,0,
104,1.12E-06,2.13E-05,0.404632035,0.146195395,0,
105,1.09E-06,2.22E-05,0.388591575,0.146195395,0,
106,1.03E-06,2.31E-05,0.590490763,0.146195395,0,
107,1.03E-06,2.39E-05,0.371433282,0.146195395,0,
108,1.00E-06,2.49E-05,0.341481465,0.146195395,0,
109,9.59E-07,2.59E-05,0.426672977,0.146195395,0,
110,9.34E-07,2.68E-05,0.400305831,0.146195395,0,
111,9.17E-07,2.79E-05,0.322255724,0.146195395,0,
112,8.98E-07,2.91E-05,0.258491902,0.146195395,0,
113,8.92E-07,3.02E-05,0.103178,0.146195395,0,
114,8.53E-07,3.14E-05,0.203383317,0.146195395,0,
115,8.22E-07,3.25E-05,0.254252871,0.146195395,0,
116,7.79E-07,3.39E-05,0.408964172,0.146195395,0,
117,7.95E-07,3.53E-05,0.077098095,0.146195395,0,
118,7.77E-07,3.69E-05,0.034350886,0.146195395,0,
119,7.20E-07,3.83E-05,0.347072239,0.146195395,0,
120,7.18E-07,3.98E-05,0.173253035,0.146195395,0,
121,6.91E-07,4.13E-05,0.232434368,0.146195395,0,
122,6.88E-07,4.29E-05,0.062608188,0.146195395,0,
123,6.61E-07,4.46E-05,0.133157095,0.146195395,0,
124,6.31E-07,4.66E-05,0.249090322,0.146195395,0,
125,6.35E-07,4.83E-05,0.021904653,0.146195395,0,
126,6.19E-07,5.02E-05,0,0.146195395,0,
127,5.97E-07,5.20E-05,0.041030068,0.146195395,0,
128,5.77E-07,5.20E-05,0.075037846,0.146195395,0,
