pixel,reflectance1,reflectance2,absorption1,absorption2,side,mm
112,8.73E-07,2.53E-05,0.690566919,0.106553423,0,
113,8.48E-07,2.63E-05,0.691701418,0.091358631,0,
114,8.41E-07,2.74E-05,0.643532837,0.085236192,0,
115,8.03E-07,2.85E-05,0.689248002,0.091069557,0,
116,8.28E-07,2.98E-05,0.543135234,0.049344371,0,
117,7.42E-07,3.11E-05,0.74436365,0.030797833,0,
118,7.58E-07,3.24E-05,0.624827625,0.034204815,0,
119,7.35E-07,3.38E-05,0.630515808,0.016165893,0,
120,7.26E-07,3.53E-05,0.59337007,0,0,
121,6.93E-07,3.67E-05,0.641199339,0,0,
122,6.64E-07,3.83E-05,0.675407611,0,0,
123,6.69E-07,4.01E-05,0.591191775,0,0,
124,6.61E-07,4.16E-05,0.555774027,0,0,
125,6.44E-07,4.33E-05,0.553759674,0,0,
126,5.80E-07,4.50E-05,0.733337637,0,0,
127,6.17E-07,4.67E-05,0.733337637,0,0,
128,5.89E-07,4.67E-05,0.733337637,0,0,
